filename,title,doi,year,journal,abstract,pages,size_mb,authors,citationCount
116.pdf,Antifouling Slippery Surface against Marine Biofouling,10.1021/acs.langmuir.3c00986,2023,Langmuir,"Titanium and its alloys have become the most excellent structure materials for naval seawater pipelines due to their high strength and good corrosion resistance. However, marine biofouling poses a serious threat to titanium alloy piping systems because of their good biocompatibility. Recently, the biomimetic antifouling coating, a novel antifouling method, has received great attention. Here, based on this biomimetic idea, we develop a nontoxic antifouling slippery surface (AFSS) using silicone oil, silane coupling agent, nanosilica, nanoceramic coating, epoxy resin, and capsaicin. The develope",8,11.3,Xin Liu; Xiaolei Gu; Yuyang Zhou; Weihao Pan; Jiyu Liu; Jinlong Song,24
117.pdf,Transition Metal Engineering of Molybdenum Disulfide Nanozyme for Biomimicking Anti-Biofouling in Seawater,10.1021/acsami.2c00172,2022,ACS Applied Materials & Interfaces,"Nature has evolved diverse strategies to battle surface biofouling colonization and thus provides us novel insights into designing and developing advanced nontoxic antibiofouling materials and technologies. Mimicking the defense mechanisms of natural haloperoxidases in marine algae in response to bioﬁlm colonization, here we show that the less active MoS2 shows eﬃcient haloperoxidase- mimicking activity through judicious transition metal engineering. Cobalt-doped MoS2 (Co−MoS2) displays an excellent haloperoxidase-mimicking performance in catalyzing the Br−oxidation into germicidal HOBr, rough",8,5.31,Qiang Luo; Jinyang Li; Wei Wang; Yunhong Li; Yilan Li; Xiaobing Huo; Jianbao Li; Ning Wang,58
118.pdf,Biodegradable Polyurethane Carrying Antifoulants for Inhibition of Marine Biofouling,10.1021/ie502147t,2014,Industrial & Engineering Chemistry Research,"Biodegradable polyurethane with N-(2,4,6-trichlorophenyl)maleimide (TCPM) pendant groups has been prepared via a combination of a thiol−ene click reaction and a condensation reaction. The TCPM moieties acting as antifoulants are released as the polyurethane degrades in the marine environment. The biodegradation and hydrolyzation of the polyurethane were investigated by use of quartz crystal microbalance with dissipation (QCM-D) and hydrolysis experiments. It shows both the enzymatic degradation rate and the hydrolyzation rate decrease with TCPM content, which facilitates increasing the duratio",7,1.62,Jielin Ma; Chunfeng Ma; Yun Yang; Wentao Xu; Guangzhao Zhang,46
119.pdf,Marine Biofouling Resistance of Polyurethane with Biodegradation and Hydrolyzation,10.1021/am4054578,2014,ACS Applied Materials & Interfaces,"We have prepared polyurethane with poly(ε- caprolactone) (PCL) as the segments of the main chain and poly(triisopropylsilyl acrylate) (PTIPSA) as the side chains by a combination of radical polymerization and a condensation reaction. Quartz crystal microbalance with dissipation studies show that polyurethane can degrade in the presence of enzyme and the degradation rate decreases with the PTIPSA content. Our studies also demonstrate that polyurethane is able to hydrolyze in artiﬁcial seawater and the hydrolysis rate increases as the PTIPSA content increases. Moreover, hydrolysis leads to a hyd",8,4.54,Wentao Xu; Chunfeng Ma; Jielin Ma; Tiansheng Gan; Guangzhao Zhang,114
12.pdf,Marine antifouling strategies: Emerging opportunities for seawater resource utilization,10.1016/j.cej.2024.149859,2024,Chemical Engineering Journal,"The attachment and colonization of fouling organisms, including bacteria, algae, and invertebrates onto sub­ merged surfaces is a widespread issue known as marine biofouling. This problem has substantial implications for various aspects such as economics, environment, and ecology. The prohibition of traditional antifouling methods, such as those based on tributyltin, has been enforced due to their accumulation and high levels of toxicity. Consequently, there is an urgent demand for the development of antifouling coatings that are both environ­ mentally friendly and effective. The formation and",20,10.7,Sheng Li; Kang Feng; Jiaying Li; Yan Li; Zhengtong Li; Liangmin Yu; Xingtao Xu,91
120.pdf,Degradable Polymer with Protein Resistance in a Marine Environment,10.1021/acs.langmuir.5b01720,2015,Langmuir,"Protein resistance is the central issue in marine antibiofouling. We have prepared poly(ε-caprolactone) (PCL)-based polyurethane with 2-(dimethylamino) ethyl methacrylate (DEM) as pendant groups by a combination of the thiol−ene click reaction and the condensation reaction. By the use of quartz crystal microbalance with dissipation (QCM-D) and surface plasmon resonance (SPR), we have investigated the adsorption of ﬁbrinogen, bovine serum albumin (BSA), and lysozyme on the polymer surface. The polymer exhibits protein resistance in seawater but not in fresh water because DEM pendant groups carr",8,2.91,Jielin Ma; Chunfeng Ma; Guangzhao Zhang,36
121.pdf,Poly(dimethylsiloxane)-Based Polyurethane with Chemically Attached Antifoulants for Durable Marine Antibiofouling,10.1021/acsami.5b07325,2015,ACS Applied Materials & Interfaces,"Marine biofouling is a problem for marine industry and maritime activities. We have prepared polyur- ethane with poly(dimethylsiloxane) (PDMS) main chains and N-(2,4,6-trichlorophenyl) maleimide (TCM) pendant groups via a combination of a thiol−ene click reaction and a condensation reaction and studied its properties. The polymer has low surface energy and a high water contact angle. When TCM content in bulk is high enough, suﬃcient antifoulant groups can be exposed on the surface. Our study reveals that such polymeric surface can eﬀectively inhibit the adhesion and colonization of marine orga",8,5.56,Qingyi Xie; Chunfeng Ma; Chao Liu; Jielin Ma; Guangzhao Zhang,76
122.pdf,Degradable Polymers for Marine Antibiofouling: Optimizing Structure To Improve Performance,10.1021/acs.iecr.6b02917,2016,Industrial & Engineering Chemistry Research,"Degradable polymers have proven eﬀective for marine antibiofouling. It is important to improve their performance by optimizing their structures. We have prepared polyurethane with degradable polyester segments in the main chain and hydrolyzable poly(triisopropylsilyl acrylate) (PTSA) side chains and used it as the carrier of organic antifoulant (DCOIT). Our study demonstrates that the degradation rate of the polymer increases as the ester group density in the main chain or the length of side chain increases. On the other hand, the release rate of the organic antifoulant increases with the leng",7,3.43,Chunfeng Ma; Wentao Xu; Jiansen Pan; Qingyi Xie; Guangzhao Zhang,34
123.pdf,Environmentally Friendly Antifouling Coatings Based on Biodegradable Polymer and Natural Antifoulant,10.1021/acssuschemeng.7b01385,2017,ACS Sustainable Chemistry & Engineering,"Marine biofouling causes huge economic losses and serious problems to maritime industries. Consequently, there is a great demand for environmentally friendly antibiofouling technology. In the present study, we developed novel antifouling coatings by incorporating butenolide derived from marine bacteria into biodegradable poly(ε-caprolactone) based polyurethane. Measurements of mass loss indicated that the polymer was degraded in seawater and that the degradation rate increased in the presence of marine organisms or enzymes. Moreover, measured release rates indicated that butenolide could be re",6,2.88,Chunfeng Ma; Weipeng Zhang; Guangzhao Zhang; Pei-Yuan Qian,134
124.pdf,Mini-review: Inhibition of biofouling by marine microorganisms,10.1080/08927014.2013.776042,2013,Biofouling,,20,0.39,Sergey Dobretsov; Raeid M.M. Abed; Max Teplitski,261
125.pdf,Nanoparticles in marine antifouling coatings: a case study,10.1088/1742-6596/2094/2/022041,2021,Journal of Physics: Conference Series,,6,1.02,A A Mosunov; V P Evstigneev,7
126.pdf,,,,,,83,3.11,,
127.pdf,Extremely durable biofouling-resistant metallic surfaces based on electrodeposited nanoporous tungstite films on steel,10.1038/ncomms9649,2015,Nature Communications,,10,2.2,Alexander B. Tesler; Philseok Kim; Stefan Kolle; Caitlin Howell; Onye Ahanotu; Joanna Aizenberg,380
128.pdf,“From the Nature for the Nature”: An Eco-Friendly Antifouling Coating Consisting of Poly(lactic acid)-Based Polyurethane and Natural Antifoulant,10.1021/acssuschemeng.9b06917,2019,ACS Sustainable Chemistry & Engineering,"“From the nature, for the nature” is an instructive strategy to develop environment-friendly antifouling coatings. In this work, bio-sourced poly(lactic acid)-based polyurethane with hydrolyzable triisopropylsilyl acrylate (TSA) side groups has been prepared via thiol−ene reaction and polyaddition. Such a polymer exhibits high adhesion strength (∼2.0 MPa) and a controlled degradation rate tuned by varying its soft segment and TSA content. An environment-friendly coating is prepared with the polymer and an eco-friendly antifoulant (butenolide) derived from marine bacteria. Our study shows that ",8,1.87,Jiansen Pan; Qingyi Xie; Hoyin Chiang; Qingmei Peng; Pei-Yuan Qian; Chunfeng Ma; Guangzhao Zhang,90
129.pdf,Degradable Vinyl Polymers for Combating Marine Biofouling,10.1021/acs.accounts.2c00187,2022,Accounts of Chemical Research,,13,2.87,Jiansen Pan; Xiaoqing Ai; Chunfeng Ma; Guangzhao Zhang,139
13.pdf,Fouling resistant silicone coating with self-healing induced by metal coordination,10.1016/j.cej.2020.126870,2021,Chemical Engineering Journal,"Silicone based fouling release coatings with eco-friendliness have received growing interest. Yet, their poor fouling resistance and self-repairing inability restrict their applications. Here, we report a new poly(di- methylsiloxane) (PDMS) coating cross-linked via coordination bonds between 2-(2-benzimidazolyl)ethanethiol (BET) and zinc ions. Such modified PDMS still has low surface energy but improved adhesion strength in comparison with PDMS elastomer. The metal coordination makes its cross-linking reversible, so it exhibits good self-healing in air or artificial seawater at room temperatur",9,3.52,Peng Hu; Qingyi Xie; Chunfeng Ma; Guangzhao Zhang,129
130.pdf,天然产物基无铜自抛光防污涂料的制备与性能,10.11933/j.issn.1007−9289.20181130002,2019,,"Due to the environmental concern about traditional antifouling coatings, developing eco-friendly antifouling coatings without heavy-metal antifoulants has become the focus of current research. The surface wettability and self-polishing property of three main-chain degradable poly (zinc acrylate) copolymers were investigated by water contact angle, hydrolytic degradation and water absorption tests. The copolymers were mixed with butenolide to prepare natural product-based copper- free self-polishing marine antifouling coatings. The release behavior of butenolide and the antifouling performance ",6,1.95,,
131.pdf,Molecular Mechanism of Oil-Infused Silicone Preventing Mussel Biofouling,10.34133/research.0627,2025,Research,,13,33.13,Jian He; Jiawei Li; Yihan Sun; Yuanyuan Shen; Qi Wei; Dun Zhang; Danqing Feng; Peng Wang,8
132.pdf,Anti-biofouling by degradation of polymers,10.1007/s10118-012-1158-7,2012,Chinese Journal of Polymer Science,"Copolymers of methyl methacrylate (MMA) and acrylate terminated poly(ethylene oxide-co-ethylene carbonate) (PEOC) macromonomer (PEOCA) were synthesized, and the degradation of the polymers was investigated by use of quartz crystal microbalance with dissipation (QCM-D). It is shown that the polymeric surface exhibits degradation in seawater depending on the content of the side chains. Field tests in seawater show that the surface constructed by the copolymer can effectively inhibit marine biofouling because it can be self-renewed due to degradation of the copolymer. Keywords: Anti-biofouling; D",6,0.4,Chun-feng Ma; Hong-jun Yang; Guang-zhao Zhang,15
